pos_id,position,company,city,state,zip,lat,lng
202555,"Data Scientist, Keying & Linking",Equifax,Atlanta,GA,30309,33.799884,-84.385805
202556,Data Scientist,AirSage,Atlanta,GA,30309,33.799884,-84.385805
202557,Data Scientist 1 – AP Forensics Team,The Home Depot,Atlanta,GA,30303,33.753259,-84.389953
202558,Data Scientist - ICL,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202559,"Data Scientist, Online",The Home Depot,Atlanta,GA,30303,33.753259,-84.389953
202560,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,Atlanta,GA,30309,33.799884,-84.385805
202561,Senior Data Scientist,Catalina Marketing,Atlanta,GA,30309,33.799884,-84.385805
202562,Business Intelligence Data Scientist - Supply Chain,Newell Brands,Atlanta,GA,30326,33.849518,-84.363971
202563,Entry Level/Junior-Level Scientist,"Kleinfelder, Inc.",Atlanta,GA,30329,33.827479,-84.323017
202564,Scientist - Data Analysis,AMERICAN CANCER SOCIETY,Atlanta,GA,30309,33.799884,-84.385805
202565,Data Scientist,SalesLoft,Atlanta,GA,30303,33.753259,-84.389953
202566,Data Scientist,McKesson,Atlanta,GA,30326,33.849518,-84.363971
202567,Data Scientist,The Intersect Group,Atlanta,GA,30303,33.753259,-84.389953
202568,Health Scientist,Centers for Disease Control and Prevention,Atlanta,GA,30309,33.799884,-84.385805
202569,Data Scientist,OM Partners,Atlanta,GA,30326,33.849518,-84.363971
202570,DATA SCIENTIST - SPACE OPTIMIZATION,The Home Depot,Atlanta,GA,30303,33.753259,-84.389953
202571,"Data Science Specialist - Periscope, New Ventures",McKinsey & Company,Atlanta,GA,30326,33.849518,-84.363971
202572,Senior Data Scientist,Cotiviti,Atlanta,GA,30309,33.799884,-84.385805
202573,Manager - Data Scientist ! Orlando!,Capgemini,Atlanta,GA,30309,33.799884,-84.385805
202574,Scientist II,The Coca-Cola Company,Atlanta,GA,30303,33.753259,-84.389953
202575,Lead Data Scientist,Norfolk Southern Corp,Atlanta,GA,30326,33.849518,-84.363971
202576,Senior Data Scientist,Norfolk Southern Corp,Atlanta,GA,30326,33.849518,-84.363971
202577,"Data Scientist - Consultant Level - Orlando, Florida - we will assist with relocation",Capgemini,Atlanta,GA,30309,33.799884,-84.385805
202578,Flight Safety Data Analysis Fall Co-Op,Delta Air Lines,Atlanta,GA,30309,33.799884,-84.385805
202579,Chief Deep Learning Scientist,YIWEI Medical Inc.,Atlanta,GA,30328,33.932538,-84.385947
202580,Supervisory Health Scientist,Centers for Disease Control and Prevention,Atlanta,GA,30309,33.799884,-84.385805
202581,Manager - Cognitive Data Scientist Natural Language Processing,KPMG,Atlanta,GA,30329,33.827479,-84.323017
202582,"Director, Data Scientist",KPMG,Atlanta,GA,30329,33.827479,-84.323017
202583,"VP, Data Scientist- Atlanta, GA; Charlotte, NC",Bank of America Merchant Services,Atlanta,GA,30309,33.799884,-84.385805
202584,Statistical Analyst,Hawkins Diagnostics,Atlanta,GA,30329,33.827479,-84.323017
202585,"VP, Data Analytics",TCGplayer,Atlanta,GA,30303,33.753259,-84.389953
202586,Lead Decision Scientist,"Moxie Interactive, Inc.",Atlanta,GA,30326,33.849518,-84.363971
202587,Scientist I - Sensory Panel Leader,The Coca-Cola Company,Atlanta,GA,30303,33.753259,-84.389953
202588,Data Scientist or Data Scientist Lead PS10268,"Anthem, Inc.",Atlanta,GA,30309,33.799884,-84.385805
202589,Lead Decision Scientist,Moxie,Atlanta,GA,30326,33.849518,-84.363971
202590,Senior Cyber Security Data Scientist,Bank of America,Atlanta,GA,30309,33.799884,-84.385805
202591,Scientist II/Ecologist II,HNTB Corporation,Atlanta,GA,30329,33.827479,-84.323017
202592,Data Engineer,Gallup,Atlanta,GA,30329,33.827479,-84.323017
202593,"Manager, Data Scientist",KPMG,Atlanta,GA,30329,33.827479,-84.323017
202594,Machine Learning / Artificial Intelligence Research Scientist,Symantec,Atlanta,GA,30303,33.753259,-84.389953
202595,Statistical Quantitative Analyst,SunTrust,Atlanta,GA,30303,33.753259,-84.389953
202596,Research Scientist,MacDermid Inc.,Atlanta,GA,30326,33.849518,-84.363971
202597,Environmental Scientist,Tetra Tech,Atlanta,GA,30303,33.753259,-84.389953
202598,"Scientist, Asst Bioinformatics",Emory University,Atlanta,GA,30309,33.799884,-84.385805
202599,Research Analyst,Evident,Atlanta,GA,30309,33.799884,-84.385805
202600,"Scientist, Asst (AR) SOM",Emory Healthcare,Atlanta,GA,30309,33.799884,-84.385805
202601,"Analyst, Research",Turner,Atlanta,GA,30303,33.753259,-84.389953
202602,"Director, NLP Data Scientist",KPMG,Atlanta,GA,30329,33.827479,-84.323017
202603,Information Technology Specialist,Centers for Disease Control and Prevention,Atlanta,GA,30309,33.799884,-84.385805
202604,Quantitative Analyst,GreenSky,Atlanta,GA,30329,33.827479,-84.323017
202605,DATA ANALYST SUPPLY CHAIN,The Home Depot,Atlanta,GA,30303,33.753259,-84.389953
202606,"Scientist, Asst (AR) SOM",Emory University,Atlanta,GA,30309,33.799884,-84.385805
202607,Health Communications Specialist,Eagle Medical Services,Atlanta,GA,30309,33.799884,-84.385805
202608,"Senior Associate, Data Scientist (NLP/AI)",KPMG,Atlanta,GA,30329,33.827479,-84.323017
202609,"Data Engineer - GC Insights, New Ventures",McKinsey & Company,Atlanta,GA,30326,33.849518,-84.363971
202610,"Technical Evangelist – Database, Analytics, and Machine Learning",Amazon.com,Atlanta,GA,30309,33.799884,-84.385805
202611,"Sr Scientist II, Analytical Science",The Coca-Cola Company,Atlanta,GA,30303,33.753259,-84.389953
202612,Director of Data Science,Prestige Staffing,Atlanta,GA,30326,33.849518,-84.363971
202613,HIV Research Scientist,Eagle Medical Services,Atlanta,GA,30309,33.799884,-84.385805
202614,SI CoE IoT Data Modeling Architect,Xylem,Atlanta,GA,30328,33.932538,-84.385947
202615,Research Scientist,PreVisor,Atlanta,GA,30326,33.849518,-84.363971
202616,"Azure Data Scientist, Manager",KPMG,Atlanta,GA,30329,33.827479,-84.323017
202617,"Associate Scientist, SOM",Emory University,Atlanta,GA,30309,33.799884,-84.385805
202618,"Data Engineer, Scala",CapTech Consulting,Atlanta,GA,30309,33.799884,-84.385805
202619,"Director, Financial Services - Data Scientist",KPMG,Atlanta,GA,30329,33.827479,-84.323017
202620,"Regulatory Labeling, Advertising and Promotion Scientist",UCB,Atlanta,GA,30303,33.753259,-84.389953
202621,Data & Analytics Developer,SunTrust,Atlanta,GA,30303,33.753259,-84.389953
202622,Product Development Scientist,The Coca-Cola Company,Atlanta,GA,30303,33.753259,-84.389953
202623,Research Scientist I,Georgia State University,Atlanta,GA,30329,33.827479,-84.323017
202624,"Data Scientist - Senior Consultant - Orlando, Florida",Capgemini,Atlanta,GA,30309,33.799884,-84.385805
202625,Lead R & D Engineer/Scientist,Honeywell,Atlanta,GA,30329,33.827479,-84.323017
202626,Quantitative Finance Analyst,Bank of America,Atlanta,GA,30309,33.799884,-84.385805
202627,Advertiser Research Analyst,Cox Media Group,Atlanta,GA,30309,33.799884,-84.385805
202628,"Manager, Data Scientist (ML/NLP) -- Financial Services",KPMG,Atlanta,GA,30329,33.827479,-84.323017
202629,Data Science Instructor,General Assembly,Atlanta,GA,30329,33.827479,-84.323017
202630,Research Informatics Analyst,Emory University,Atlanta,GA,30309,33.799884,-84.385805
202631,Enterprise Data Analyst & Data Engineer,Novelis,Atlanta,GA,30326,33.849518,-84.363971
202632,Supply Chain Data Science Consultant,Accenture,Atlanta,GA,30309,33.799884,-84.385805
202633,Public Health Communications Specialist,2M Research Services,Atlanta,GA,30328,33.932538,-84.385947
202634,Communications Specialist,Loyal,Atlanta,GA,30326,33.849518,-84.363971
202635,2018 - Health Research Analyst 2 - New,Northrop Grumman,Atlanta,GA,30326,33.849518,-84.363971
202636,Business Intelligence Engineer,Amazon.com,Atlanta,GA,30309,33.799884,-84.385805
202637,Staff Research Scientist VII: Informational Interpretation Researcher,The Hexagon Lavish,Atlanta,GA,30303,33.753259,-84.389953
202638,"Scientist, Asst (AR) School Of Medicine (SOM)",Emory University,Atlanta,GA,30309,33.799884,-84.385805
202639,"Entry Level Geologist, Engineer or Environmental Scientist",Wood,Atlanta,GA,30328,33.932538,-84.385947
202640,"Regulatory Labeling, Advertising and Promotion Scientist",UCB S.A.,Atlanta,GA,30303,33.753259,-84.389953
202641,Quantitative Analyst,Voya Financial,Atlanta,GA,30303,33.753259,-84.389953
202642,"Director, Data Scientist -- Financial Services/Insurance",KPMG,Atlanta,GA,30329,33.827479,-84.323017
202643,Supervisory Epidemiologist,Centers for Disease Control and Prevention,Atlanta,GA,30309,33.799884,-84.385805
202644,Quantitative Finance Analyst/C++ Developer,Bank of America,Atlanta,GA,30309,33.799884,-84.385805
202645,Jr Microbiologist - CDC,G2S Corporation,Atlanta,GA,30329,33.827479,-84.323017
202646,"Azure Data Scientist, Senior Associate",KPMG,Atlanta,GA,30329,33.827479,-84.323017
202647,Research Analyst,"Epiq Systems, Inc.",Atlanta,GA,30309,33.799884,-84.385805
202648,Coding Research Analyst,Zelis Healthcare,Atlanta,GA,30328,33.932538,-84.385947
202649,Data Science Manager- Atlanta,Capgemini,Atlanta,GA,30309,33.799884,-84.385805
202650,Quantitative Analyst,Intercontinental Exchange,Atlanta,GA,30329,33.827479,-84.323017
202651,Data Visualization Software Engineer,KPMG,Atlanta,GA,30329,33.827479,-84.323017
202652,"Business Intelligence Analyst, People Analytics & Measurement",McKinsey & Company,Atlanta,GA,30326,33.849518,-84.363971
202653,Mid Data Scientist - Machine Learning,Elev8 Hire Solutions,Atlanta,GA,30309,33.799884,-84.385805
202654,Vendor Research Analyst,Northside Hospital,Atlanta,GA,30326,33.849518,-84.363971
202655,Big Data SW Engineer,KPMG,Atlanta,GA,30329,33.827479,-84.323017
202656,"Senior Scientist, Content Science","Pandora Media, Inc.",Atlanta,GA,30326,33.849518,-84.363971
202657,Sponsored Research Financial Analyst,Emory University,Atlanta,GA,30309,33.799884,-84.385805
202658,Supply Chain Data Science Manager,Accenture,Atlanta,GA,30309,33.799884,-84.385805
202659,Director HR Data and Insights,WestRock,Atlanta,GA,30328,33.932538,-84.385947
202660,BI Quantitative Analyst,Children's Healthcare of Atlanta,Atlanta,GA,30309,33.799884,-84.385805
202661,Research Specialist,Emory University,Atlanta,GA,30309,33.799884,-84.385805
202662,Associate Product Designer,IBM,Atlanta,GA,30329,33.827479,-84.323017
202663,Ecologist,VHB,Atlanta,GA,30303,33.753259,-84.389953
202664,Tech Fall 2018 Intern - Machine Learning,Turner,Atlanta,GA,30303,33.753259,-84.389953
202665,R&D Innovation Engineer - Video Analytics/Machine Learning,Honeywell,Atlanta,GA,30329,33.827479,-84.323017
202666,Lead Data Engineer,ThoughtWorks,Atlanta,GA,30303,33.753259,-84.389953
202667,Data Analytics Engineer / Big Data Engineer,UST Global Inc.,Atlanta,GA,30303,33.753259,-84.389953
202668,Corporate Investment Quantitative Finance Analyst,Bank of America,Atlanta,GA,30309,33.799884,-84.385805
202669,Malware Analyst,ICF,Atlanta,GA,30329,33.827479,-84.323017
202670,Principal Research Scientist I: Informational Library Architect Extraordinaire,The Hexagon Lavish,Atlanta,GA,30303,33.753259,-84.389953
202671,Market Research Analyst,SKIM,Atlanta,GA,30303,33.753259,-84.389953
202672,"Manager, Statistical Modeling & Analytics",Piedmont Healthcare,Atlanta,GA,30326,33.849518,-84.363971
202673,"Senior Scientist, Advertising","Pandora Media, Inc.",Atlanta,GA,30326,33.849518,-84.363971
202674,"Junior Specialist - Periscope Advanced Insights Growth Mapping, New Ventures",McKinsey & Company,Atlanta,GA,30326,33.849518,-84.363971
202675,Full Stack Developer,GreenSky,Atlanta,GA,30329,33.827479,-84.323017
202676,"Senior Associate, Data Scientist/Statistics -- Financial Services",KPMG,Atlanta,GA,30329,33.827479,-84.323017
202677,Assistant Scientist - Metabolics Division Lead,Emory University,Atlanta,GA,30309,33.799884,-84.385805
202678,"Senior Data Engineer, Next Big Sound","Pandora Media, Inc.",Atlanta,GA,30326,33.849518,-84.363971
202679,Market Research Analyst,ResMed,Atlanta,GA,30303,33.753259,-84.389953
202680,Biomedical Engineering: Faculty Position - Open Rank (Asst or Assoc Professor),Emory University,Atlanta,GA,30309,33.799884,-84.385805
202681,Solutions Consultant,Oversight Systems,Atlanta,GA,30326,33.849518,-84.363971
202682,"Senior Scientist, Immunology","GeoVax, Inc.",Atlanta,GA,30329,33.827479,-84.323017
202683,"Director, Data Science (PS6695)","Anthem, Inc.",Atlanta,GA,30309,33.799884,-84.385805
202684,A Vigorously-Charged Scientific Programmer,The Hexagon Lavish,Atlanta,GA,30303,33.753259,-84.389953
202685,Software Engineer,FraudScope,Atlanta,GA,30309,33.799884,-84.385805
202686,Sr. Data Scientist – Market Research,Analytic Recruiting,Atlanta,GA,30309,33.799884,-84.385805
202687,Director of Software,Bionic Sciences Inc.,Atlanta,GA,30309,33.799884,-84.385805
202688,Certifying Scientist / Quantitation Scientist,Lighthouse Lab Services,Atlanta,GA,30326,33.849518,-84.363971
202689,Senior Data Scientist,Smith Hanley Associates,Atlanta,GA,30303,33.753259,-84.389953
202690,Sr Manager - Data & Analytics,General Electric,Atlanta,GA,30329,33.827479,-84.323017
202691,Big Data Engineer (mid to senior level),GreenSky,Atlanta,GA,30329,33.827479,-84.323017
202692,Data Scientist,"Xpect SVC, LLC",Atlanta,GA,30328,33.932538,-84.385947
202693,Data Science - Senior Consultant,Capgemini,Atlanta,GA,30309,33.799884,-84.385805
202694,Adolescent Health Evaluation Specialist,ICF,Atlanta,GA,30329,33.827479,-84.323017
202695,Windows Programmer / Software Engineer - Intermediate/Senior -ELSYS -7332,The Goal Inc.,Atlanta,GA,30303,33.753259,-84.389953
202696,Sr. Data Engineer,Optomi,Atlanta,GA,30326,33.849518,-84.363971
202697,"Team Lead – Informatics. Sensus USA Inc. Atlanta, Georgia",Xylem,Atlanta,GA,30328,33.932538,-84.385947
202698,Electrical / Substation Design Engineer,Burns & McDonnell,Atlanta,GA,30309,33.799884,-84.385805
202699,Windows Programmer / Software Engineer (Advanced Degree) - ELSYS,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202700,Electrical/Computer Engineer - EOSL,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202701,Windows Programmer / Software Engineer - Entry/ Intermediate -ELSYS - 7333,The Goal Inc.,Atlanta,GA,30303,33.753259,-84.389953
202702,Principal Research Scientist,Headway Workforce Solutions,Atlanta,GA,30329,33.827479,-84.323017
202703,Senior Business Intelligence Analyst,The Home Depot,Atlanta,GA,30303,33.753259,-84.389953
202704,"Senior Software Engineer, Machine Learning","Pandora Media, Inc.",Atlanta,GA,30326,33.849518,-84.363971
202705,Scientist,R&D Partners,Atlanta,GA,30303,33.753259,-84.389953
202706,Staff CAD Technician,Golder Associates,Atlanta,GA,30329,33.827479,-84.323017
202707,Engineering Co-op,Golder Associates,Atlanta,GA,30329,33.827479,-84.323017
202708,"Associate Manager, Agile Paid Media",The Home Depot,Atlanta,GA,30303,33.753259,-84.389953
202709,Category Manager,JUUL Labs,Atlanta,GA,30329,33.827479,-84.323017
202710,FPGA Hardware Researcher - CIPHER,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202711,Senior Marketing Research Analyst,HD Supply,Atlanta,GA,30329,33.827479,-84.323017
202712,"Right-of-Way Acquisition Manager | Atlanta, GA","Gresham, Smith and Partners.",Atlanta,GA,30329,33.827479,-84.323017
202713,Associate Research Scientist,R&D Partners,Atlanta,GA,30303,33.753259,-84.389953
202714,Entry-Level Electrical Engineer,Burns & McDonnell,Atlanta,GA,30309,33.799884,-84.385805
202715,Staff Software Engineer,General Electric,Atlanta,GA,30329,33.827479,-84.323017
202716,Principal Engineer,Cotiviti,Atlanta,GA,30309,33.799884,-84.385805
202717,DevOps Engineer - ELSYS,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202718,"Senior Analyst, Payments Study - GC Insights, New Ventures",McKinsey & Company,Atlanta,GA,30326,33.849518,-84.363971
202719,"Senior Analyst - Multi-client Benchmarks, GC Insights - New Ventures",McKinsey & Company,Atlanta,GA,30326,33.849518,-84.363971
202720,BI - Analytics - Cloud Platform Operations Analyst,The Coca-Cola Company,Atlanta,GA,30303,33.753259,-84.389953
202721,Sr Quantitative Finance Analyst/C++ Developer,Bank of America,Atlanta,GA,30309,33.799884,-84.385805
202722,Business Analytics Consultant Sr,PNC Financial Services Group,Atlanta,GA,30326,33.849518,-84.363971
202723,"Various Professional, Technical, Administrative and Scientific positions supporting a Public Health Client",Alaka`ina Foundation Family of Companies,Atlanta,GA,30309,33.799884,-84.385805
202724,"Senior Engineer II, Packaging Research",The Coca-Cola Company,Atlanta,GA,30303,33.753259,-84.389953
202725,Pediatrics – Dir. Pediatric Clinical and Translational Research,Emory University,Atlanta,GA,30309,33.799884,-84.385805
202726,Avionics System Designer - ELSYS,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202727,Business Development Manager (Southeast Region),Catapult Sports,Atlanta,GA,30309,33.799884,-84.385805
202728,Senior Research Analyst and Team Lead - HR Insights - Bersin,Deloitte,Atlanta,GA,30309,33.799884,-84.385805
202729,Landscape Architect (Graduate),Jacobs,Atlanta,GA,30329,33.827479,-84.323017
202730,Implementation Engineer (Machine Learning/Data Analytics),"eHire, LLC",Atlanta,GA,30326,33.849518,-84.363971
202731,Senior Sales Account Executive,Clear Story Data,Atlanta,GA,30309,33.799884,-84.385805
202732,"Post-Doctoral Fellowship Training Program in Cancer Epidemiology, Prevention and Survivorship",AMERICAN CANCER SOCIETY,Atlanta,GA,30309,33.799884,-84.385805
202733,Senior Software Researcher - CIPHER,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202734,Configuration Management/Quality Assurance Manager -ATAS,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202735,Practice Technology Regional BIM Manager (East Region),"HKS, Inc.",Atlanta,GA,30329,33.827479,-84.323017
202736,Windows Programmer / Software Engineer- ELSYS,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202737,Cyber Security Systems Engineer,ICF,Atlanta,GA,30329,33.827479,-84.323017
202738,"Technical Product Manager – Secureworks – Austin, TX, Atlanta, GA, D.C. Metro, or Remote",DELL,Atlanta,GA,30309,33.799884,-84.385805
202739,Data Scientist,Matrix Resources,Atlanta,GA,30326,33.849518,-84.363971
202740,Senior FPGA Hardware Researcher - CIPHER,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202741,Environmental Project Engineer - CCR/Fly Ash NPDES,Stantec,Atlanta,GA,30303,33.753259,-84.389953
202742,Technical Lead Data Engineer/Architect,Beacon Hill Technologies,Atlanta,GA,30309,33.799884,-84.385805
202743,"Post-Doctoral Fellow- Medical Imaging, Machine Learning and CT Physics",Emory University,Atlanta,GA,30309,33.799884,-84.385805
202744,Avionics System Designer (Advanced Degree) - ELSYS,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202745,Branch Head for FPGA Hardware Research and Development - CIPHER,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202746,Sr. Staff Enterprise Application Engineer,General Electric,Atlanta,GA,30329,33.827479,-84.323017
202747,Commercial Construction Market Leader – Global Facilities,Burns & McDonnell,Atlanta,GA,30309,33.799884,-84.385805
202748,Senior Firmware Engineer - ELSYS,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202749,Senior Staff-National Tax office,Crowe,Atlanta,GA,30309,33.799884,-84.385805
202750,Senior Analyst - Marketing Research,GEORGIA-PACIFIC,Atlanta,GA,30329,33.827479,-84.323017
202751,"Sr. Product Manager – Secureworks – Austin, TX, Atlanta, GA, D.C. Metro, or Remote",DELL,Atlanta,GA,30309,33.799884,-84.385805
202752,Senior Web Developer,Perficient,Atlanta,GA,30326,33.849518,-84.363971
202753,Senior Software Engineer,Feedzai,Atlanta,GA,30309,33.799884,-84.385805
202754,Sr Staff Software Engineer,General Electric,Atlanta,GA,30329,33.827479,-84.323017
202755,Data Scientist,"Elavon, Inc.",Atlanta,GA,30309,33.799884,-84.385805
202756,"Senior Analyst - GC Insights, New Ventures",McKinsey & Company,Atlanta,GA,30326,33.849518,-84.363971
202757,Assistant Architect,Burns & McDonnell,Atlanta,GA,30309,33.799884,-84.385805
202758,Senior Market Research Analyst,Pearson,Atlanta,GA,30326,33.849518,-84.363971
202759,Advanced Analytics Consultant - Machine Learning,Slalom Consulting,Atlanta,GA,30303,33.753259,-84.389953
202760,Data Scientist,Cardinal Solutions,Atlanta,GA,30309,33.799884,-84.385805
202761,Research Epidemiologist,Piedmont Healthcare,Atlanta,GA,30326,33.849518,-84.363971
202762,Data Scientist,Operation HOPE,Atlanta,GA,30326,33.849518,-84.363971
202763,Advanced Data Scientist,Honeywell,Atlanta,GA,30329,33.827479,-84.323017
202764,Data Scientist,The Coca-Cola Company,Atlanta,GA,30303,33.753259,-84.389953
202765,Jr. Data Scientist,Jvion,Atlanta,GA,30329,33.827479,-84.323017
202766,Account Executive - Healthcare Sales (Atlanta),"ChartSpan Medical Technologies, Inc.",Atlanta,GA,30309,33.799884,-84.385805
202767,Account Executive - Atlanta,Dataiku,Atlanta,GA,30309,33.799884,-84.385805
202768,Data Scientist III,Honeywell,Atlanta,GA,30329,33.827479,-84.323017
202769,Data Scientist,U.S. Bank,Atlanta,GA,30303,33.753259,-84.389953
202770,Data Scientist,Catalina Marketing,Atlanta,GA,30309,33.799884,-84.385805
202771,Research Analyst,"Happy Faces Personnel Group, Inc.",Atlanta,GA,30329,33.827479,-84.323017
202772,Product Manager (Flexible Location),BrightBytes,Atlanta,GA,30309,33.799884,-84.385805
202773,Data Science Solutions Lead(Data Engineer)-PS10274,"Anthem, Inc.",Atlanta,GA,30309,33.799884,-84.385805
202774,Account Executive - Atlanta,"Alteryx, Inc.",Atlanta,GA,30309,33.799884,-84.385805
202775,Clinical Research Coordinator/Nurse,General Dynamics Information Technology,Atlanta,GA,30329,33.827479,-84.323017
202776,Computer Network Defense (CND) Analyst,ICF,Atlanta,GA,30329,33.827479,-84.323017
202777,Computer Operator/Support Engineer,Oversight Systems,Atlanta,GA,30326,33.849518,-84.363971
202778,"Sr. Manager , Data Science Forecasting",Newell Brands,Atlanta,GA,30326,33.849518,-84.363971
202779,Operations Research Analyst (contractor role),Norfolk Southern Corp,Atlanta,GA,30326,33.849518,-84.363971
202780,Director of Monitoring and Evaluation,United Way,Atlanta,GA,30303,33.753259,-84.389953
202781,Post Doctoral Fellow Biochemistry,Emory University,Atlanta,GA,30309,33.799884,-84.385805
202782,SR DATA ANALYST SUPPLY CHAIN,The Home Depot,Atlanta,GA,30303,33.753259,-84.389953
202783,Chronic Disease Portfolio Lead,ICF,Atlanta,GA,30329,33.827479,-84.323017
202784,Compensation and HRIS Analyst,Scientific Research Corporation,Atlanta,GA,30303,33.753259,-84.389953
202785,Sr Quantitative Finance Analyst,Bank of America,Atlanta,GA,30309,33.799884,-84.385805
202786,"Director, Customer Analytics","Carters, Inc",Atlanta,GA,30309,33.799884,-84.385805
202787,Information Systems Security Officer - RSD,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202788,Data Science - Senior Manager - Atlanta,Capgemini,Atlanta,GA,30309,33.799884,-84.385805
202789,Account Executive - Healthcare Sales,ChartSpan,Atlanta,GA,30309,33.799884,-84.385805
202790,Front End Engineer,Loyal,Atlanta,GA,30326,33.849518,-84.363971
202791,Sr. Market Research Analyst,SKIM,Atlanta,GA,30303,33.753259,-84.389953
202792,Software Engineer - 6943,The Goal Inc.,Atlanta,GA,30303,33.753259,-84.389953
202793,"Professional Development Manager - McKinsey Academy, New Ventures",McKinsey & Company,Atlanta,GA,30326,33.849518,-84.363971
202794,Software Researcher - CIPHER,Georgia Tech Research Institute,Atlanta,GA,30329,33.827479,-84.323017
202795,Systems Software Engineer,Emory University,Atlanta,GA,30309,33.799884,-84.385805
202796,Digital Marketing Consultant - Automotive Retail - Atlanta,CDK Global,Atlanta,GA,30309,33.799884,-84.385805
202797,Senior Packaging Engineer I - PET,The Coca-Cola Company,Atlanta,GA,30303,33.753259,-84.389953
202798,"Account Executive Fraud Solutions, Acquiring Eastern Region",Payments & Cards Network,Atlanta,GA,30326,33.849518,-84.363971
202799,"Junior DevOps Software Engineer – Secureworks – Atlanta, GA, Austin, TX or Remote",DELL,Atlanta,GA,30309,33.799884,-84.385805
202800,"Senior Scientist, Development",Asuragen,Austin,TX,78701,30.270569,-97.742589
202801,Data Software Engineer,Kelvin,Austin,TX,78758,30.387979,-97.706853
202802,Bioinformatics Scientist,Premierehire,Austin,TX,78701,30.270569,-97.742589
202803,"Research Engineering/ Scientist Associate II - Research Associate, Data Integration Team, Department of Population Health",University of Texas at Austin,Austin,TX,78705,30.294333,-97.738517
202804,Lead Data Scientist,Clockwork Solutions,Austin,TX,78701,30.270569,-97.742589
202805,GIS Analyst and Research Associate,Banks Environmental Data,Austin,TX,78701,30.270569,-97.742589
202806,"Sr Software Engineer, Applied Machine Learning",Apple,Austin,TX,78701,30.270569,-97.742589
202807,ML Engineer,Cognitive Scale,Austin,TX,78701,30.270569,-97.742589
